target_gene,0,1,10,11,12,13,2,3,4,5,6,7,8,9
TARGET0,1.8095238208770752,-0.6969696879386902,-0.23588038980960846,0.4732142984867096,0.5986394882202148,-0.5879120826721191,-0.4736842215061188,-0.44805192947387695,0.2500000298023224,-0.4642857015132904,0.3392857313156128,0.37142860889434814,-0.13165263831615448,0.25435540080070496
TARGET1,-0.2857142686843872,0.03896104171872139,0.46179401874542236,0.04910716041922569,-0.11564625054597855,0.016483532264828682,-0.5112782120704651,0.1363636553287506,0.2946428656578064,1.2619048357009888,-0.226190447807312,0.7142857313156128,-0.35574227571487427,-0.3379790782928467
TARGET2,-0.4285714030265808,1.0562770366668701,-0.10299001634120941,0.2723214626312256,-0.35374149680137634,0.8406593799591064,-0.17293231189250946,-0.5129870176315308,-0.2410714030265808,-0.5833333134651184,-0.166666641831398,-0.37142857909202576,-0.10364143550395966,-0.09407663345336914
TARGET3,0.9047619104385376,0.5151515007019043,-0.2026577889919281,-0.1517857015132904,0.8027211427688599,-0.14835163950920105,-0.13533833622932434,-0.15584413707256317,0.3839285969734192,0.547619104385376,1.5892857313156128,0.7142857313156128,-0.13165263831615448,-0.4773519039154053
TARGET4,-0.09523807466030121,-0.350649356842041,0.4950166344642639,-0.2187499850988388,0.3945578634738922,0.40109890699386597,0.35338348150253296,0.5259740352630615,-0.5089285373687744,-0.7023809552192688,0.011904780752956867,-0.08571427315473557,-0.32773107290267944,0.010452980175614357
TARGET5,-0.04761902615427971,-0.17748916149139404,-0.13621260225772858,-0.53125,-0.6938775181770325,-0.14835163950920105,-0.21052628755569458,0.20129871368408203,1.0089285373687744,-0.047619033604860306,-0.5238094925880432,0.02857145294547081,-0.4117647111415863,-0.6515679359436035
TARGET6,-0.238095223903656,-0.15584413707256317,-0.43521592020988464,0.09375002980232239,-0.2857142686843872,-0.5879120826721191,0.4661654531955719,-0.058441534638404846,0.25,0.07142859697341919,-0.375,-0.4285714030265808,0.680672287940979,-0.5818815231323242
TARGET7,-0.2857142686843872,0.2770562767982483,-0.5681062936782837,-0.1517857015132904,-0.14965985715389252,-0.3956044018268585,0.015037618577480316,-0.48051947355270386,0.1607142984867096,-0.5833333134651184,0.04166668653488159,-0.7714285254478455,-0.04761902987957001,-0.09407664090394974
TARGET8,-0.8571428060531616,-0.17748916149139404,0.09634553641080856,-0.5535714030265808,-0.013605418615043163,-0.2857142686843872,-0.21052630245685577,-0.2857142686843872,-0.4642857015132904,0.1904762238264084,-0.375,0.20000003278255463,-0.10364143550395966,0.04529619216918945
TARGET9,0.047619063407182693,0.5800866484642029,-0.03654482588171959,0.1607142984867096,-0.2857142686843872,0.7857142686843872,0.16541355848312378,0.07142858952283859,-0.1964285522699356,0.3095238208770752,-0.047619033604860306,-0.02857140451669693,0.2885154187679291,0.08013938367366791
