target_gene,GENE100,GENE47,GENE92,GENE50,GENE108,GENE51,GENE98,GENE66,GENE10,GENE88,GENE102,GENE71,GENE64,GENE75,GENE54,GENE93,GENE42,GENE26,GENE11,GENE89,GENE22,GENE48,GENE16,GENE116,GENE72,GENE65,GENE35,GENE91,GENE19,GENE97,GENE104,GENE14,GENE55,TARGET5,GENE30,TARGET8,GENE52,GENE67,GENE90,GENE33,GENE114,GENE23,TARGET4,GENE111,GENE25,GENE74,GENE77,GENE84,GENE117,GENE41,GENE32,GENE49,GENE109,GENE44,GENE21,GENE78,GENE83,GENE68,GENE43,GENE40,GENE60,GENE39,TARGET7,GENE37,GENE82,GENE59,GENE20,GENE45,GENE107,GENE105,GENE17,GENE12,GENE79,TARGET2,TARGET9,GENE101,GENE31,GENE87,GENE13,GENE81,GENE115,GENE118,TARGET0,GENE76,GENE112,GENE103,GENE28,GENE34,GENE57,GENE38,GENE80,GENE36,GENE29,GENE62,GENE56,GENE110,GENE73,GENE46,GENE99,GENE69,TARGET1,GENE85,GENE18,GENE24,TARGET3,GENE70,TARGET6,GENE53,GENE96,GENE94,GENE61,GENE86,GENE15,GENE27,GENE106,GENE58,GENE95,GENE113,GENE63,GENE119
TARGET0,0.0951230408394498,0.2285912580519331,0.37541923275265404,-0.29567551583764023,-0.08702352340311982,-0.10121223323122315,0.0553755093752931,-0.34654800517548084,-0.09077346302558098,0.1469815720082778,0.045117317815830095,0.06883349701152483,0.2558296712863194,-0.3600256576887123,-0.2580093326481423,-0.19444006018747795,0.46362095406881626,-0.005717458536452691,0.0759799428109306,-0.6710274222308327,0.3174540105039519,-0.275646468465296,-0.18980376670200724,0.3836253091982935,0.11936577559640768,0.19089650701100647,0.2156788338381015,0.3158580271988126,0.09015864234928166,0.29485827091648087,0.1260612638409341,-0.1104087692815679,0.1165335609064289,0.1526179195894708,-0.3658528817153572,-0.6444967150064916,0.08102822075161825,-0.41432151402705586,0.14453239083151512,-0.4452602060587242,0.04369845628284819,0.16683910682074243,-0.1866042242395843,-0.15367620053286582,-0.4310999822525819,-0.4486201987712498,0.018564637858082732,-0.10318499260009756,0.3108584536009235,-0.17199369343029058,0.12386369350979007,0.056401825282686086,0.45572623105055327,-0.1389493102624066,0.18004456162245974,-0.047982726331478126,-0.4018557916095014,0.20750692357944353,-0.13870802061141688,-0.039452420280761465,0.10379631376849686,0.18115009758230197,-0.30296581567386394,-0.20006027996670486,-0.21990498174793505,0.1950321651901501,-0.1964392870059531,0.01810501585018382,0.087119511989182,-0.006593417060725228,-0.058955099603011214,-0.24180115380758269,0.04275234223709036,0.06352421566496855,-0.22312396031830112,-0.16878616815418682,0.27607516026404133,0.1725894380398443,-0.6934720553825837,0.11094962213727827,-0.31876828872095553,0.2644724321053574,-30.4035571162214,0.277114285623936,-0.23332390615087634,-0.026725407289990937,0.052903101606955986,-0.17881541404932869,0.05502283421456888,0.05173115888247631,0.30576534681353484,0.18868782318134456,0.14101816304832424,-0.1119008457363002,0.2612229606247977,0.3452541929468333,0.16149572339738888,-0.04844172856823309,-0.07732579267968122,0.012592048465184991,-0.2637549323125492,0.19095559338918092,-0.18407597467282108,-0.4562889918271947,-0.023864951447784506,0.18455256990529273,0.23290729175877894,-0.20407313267576888,0.27003844100604796,-0.27797130943481557,0.27765555249069596,-0.17626832143868967,-0.03347957491964243,-0.02055188116157311,0.2595805114652779,0.1940344044375691,-0.08035185668799254,0.7277595822842812,-0.30127757109533315,0.1209388574618474
TARGET1,-0.012014476373729347,0.148247513673311,0.3775355911759199,0.16436705485361094,0.040241979501747155,-0.26485548548347865,0.11238214069701795,-0.056072515222357594,-0.641392203192628,0.16208801315520557,0.12218574204968441,0.0029636036835983034,-0.14053843104869412,0.1341088960551739,-0.29459280975321295,-0.15937241518836961,-0.023893435533991408,0.10692233697929224,-0.15926871510349377,0.30307220803954865,0.08064831243236695,-0.01144312840112299,0.16628671177192084,-0.05293962346530456,0.07382257670144221,0.1358789014559445,-0.22082819626255515,0.2819714745331231,0.2862775676784392,-0.30119877294702385,-0.04376806665167393,-0.11463969870425743,-0.19065193535685224,0.013333297422282401,0.14176597245975084,-0.6289673267197892,-0.24151836156168074,-0.08716203086986966,-0.027279434307888196,0.1488135091990641,-0.0213812022058151,-0.27672711662141863,-0.2173115754215932,0.1132468377818985,0.19418325345284357,-0.3827209199332671,0.005881325661350511,0.2568720112304267,-0.11656031783794762,0.12573427963071312,-0.06549146458536836,0.14794468150004433,0.2881611388559558,-0.6051563365587889,-0.23554915031694376,0.11282677523848966,0.10959120975053611,0.01436075798774345,0.0993711367864454,-0.11108402353931006,0.09166961219736171,-0.3608239754865817,-0.15628155580761094,-1.0484488583355955,0.0820035210513298,0.07353380632155364,-0.19170423992921112,-0.287741695222105,-0.13814171061831496,0.269187655811848,-0.1184049421819588,0.23551989283753766,-0.012043936566862456,-0.183252408539596,-0.1277387417863114,0.10195003887878246,0.2108131807871752,0.05235614548265636,0.026158815201621433,-0.17822213082804936,0.30055398278957174,-0.1503410480903932,-0.11942833087811222,0.10853546844171465,-0.02625846648252984,0.337407294785762,0.02547710350943465,0.11135764511389919,0.14174578071971825,0.11018858819974411,0.09649715674837145,-0.1223967240353086,-0.19479676720425185,-0.0053859017787069065,0.2824057302387793,0.23590066986929803,0.015144351192409516,0.376434634308163,-0.2259027433612032,-0.0266432335804543,-30.518051741007696,-0.24488461178803253,0.3567026886482059,-0.24458376210887345,-0.030921806604266498,0.24504242759230876,-0.011049949681583106,-0.14447759018527537,0.055397864895145296,-0.5428574612306625,0.24588691906991686,-0.0652286617735467,0.3492604920605579,0.3512883180125712,0.03535693816247961,0.09400400292321741,0.27220169864135363,0.27016233737086975,0.32681589240942194,0.17010519822589756
TARGET2,0.045272759241312084,0.3007763322572561,0.26571526443758436,0.03805166081766142,0.0658499214332444,0.08356108828264326,-0.4877749739444808,-0.3396812819043077,-0.1231168533743261,0.4551474432212759,0.15375111370741942,-0.3867742985738322,-0.08935555863777547,0.054882156232578985,-0.01793986396744801,0.3272546091526404,-0.05003267806142806,0.17392355986565666,0.17679520985986513,-0.09635679953288365,-0.19791467170142615,-0.2660526555225039,0.21613434750445074,-0.05749499911067954,-0.40169875207718664,-0.0793799624887864,0.0679683822667765,0.10173198978160646,0.19062090155561245,0.034396778111556295,0.11724773217847893,-0.3458694549825746,0.42027139325387414,-0.04472020156061217,-0.11191133421836762,-0.43298410821788336,0.13467308938438038,-0.027892370019202126,-0.03186772485198796,0.4454237951470713,0.00811587377192056,-0.5046561474843272,0.04052600479290907,-0.1498813528641867,-0.010862157570134891,-0.5668086214196022,-0.13640073732768865,-0.42147873646950695,0.29813301100671263,0.12196042533790878,-0.048831665099855204,0.23557130315761143,-0.17239011509773203,0.18628014124615744,-0.07273864304766339,0.10259684532222826,0.07931046219916865,-0.09769031358051068,-0.050108995640103716,-0.013636311314773674,0.2514083597115216,-0.28434620801090216,-0.17982020898645665,0.09231002319523864,0.3411710406747371,-0.06857660002405556,-0.03871326690482635,0.06422748996110234,-0.40221728825129804,-0.04986069524860175,0.175368684507717,-0.11247621427883138,0.04290402636461592,-0.23159366855683555,-0.08035449309378465,0.01965619535263443,-0.007127481200492488,0.28555551761275133,-0.11795293349969693,0.0814702520635573,-0.13464538741490614,0.06309234044229345,0.08159877143116812,-0.18098270162285945,0.030403167468743306,0.21546794822237686,0.024851479428404703,0.13274230042876006,0.10284984148002423,0.07933554299376629,0.3015334833458506,0.16626784524039248,0.24744736663343536,-0.3326764456618904,0.2549649223939415,-0.14689347530150218,-0.05978103547462501,0.3642901851072669,-0.047811282250017254,0.42331685409833114,-0.11129827925464583,-0.2946114998793431,-0.12459093200622386,-0.08198004851310203,-0.19264009803706722,-0.063237515941372,-0.3141135881264784,-0.28770382129183497,0.5914056965665989,-0.37416535075977553,-0.18308878806158393,-0.11180309946464563,-0.7229542329741747,0.003589344953992359,-0.10986908527504392,0.02550418980010532,0.06305282374624338,0.2705488962854779,-0.05033973912962616,-0.05975977937986434
TARGET3,0.23480474449624486,0.17768330584901976,0.37024902760491885,0.19520615344124262,-0.014760831619412202,0.30268102212370335,0.019509132313802965,0.09179718900635404,-0.6197118408835286,-0.14357654422132407,-0.05749042333207096,-0.29377073673715304,-0.3094204181986501,0.2649310966955923,0.1725466533033622,-0.34538049516686375,0.2657966562239149,0.16929073040373438,0.31602834484292,-0.06580358771728254,0.4192760134008256,-0.353822271561619,-0.07387064668601681,0.060296644350828474,-0.5190373803696231,-0.004003117441124502,0.0657260277165378,0.17231711049224774,0.12094482084152057,-0.14865500149620964,-0.031951105455217205,-0.006137001205397099,-0.2955200725960742,0.09351966715672619,0.2822146741901086,0.06534425998909837,-0.32937275259673565,-0.8168266738499272,-0.31482072465843175,-0.08486314462167065,0.5210997369589631,-0.23507368892942213,0.17014639211732066,-0.12942563167472765,-0.04617696258411617,-0.27195821321016417,0.1927193268688728,0.00039266203975300834,-0.2551214490447177,0.030663317160693166,0.04956290112242803,0.2610358869046825,-0.25521558857329973,0.1720460638960898,0.17141528140020076,-0.48974654712822696,0.30853466107928335,0.06354978727578939,-0.021529013678979164,0.2052360186428852,0.30179329896091905,-0.2052223118940451,-0.042361793681740784,-0.2519816481792995,0.21601952385150244,-0.2027840143888494,-0.06302018637516363,-0.1014207325925554,0.18848750201134587,-0.41520662618968923,-0.2075884190650447,-0.21836972245970054,0.13781836253200805,-0.37193496818196975,-0.3664512034070561,-0.5055970724647467,0.06157282582949311,0.12927235795737288,-0.3454468165732527,0.07133806117241016,-0.11159502329586109,-0.21003572943808135,-0.14917800032684175,-0.019267350201856635,0.19131807084769675,0.22035711734447425,-0.09379242190261167,0.12161465366677039,-0.21848222329938252,0.0722560590504977,-0.07248100013258948,-0.24525483004394374,-0.09968155514893878,0.21027678817360673,-0.030927829922255293,0.39256979827850363,0.2996333436536411,-0.37875644049338175,0.11469439402926308,-0.14511220305134456,-0.3397093368007099,-0.11391207291753327,-0.01737315512881018,-0.10638445154009649,0.29407798754245973,0.5086198137163366,0.040698739327134865,-0.0446748497232861,-0.41850699909845895,-0.21799540895190064,-0.017694111283223665,0.2008707404655813,0.03135689798861607,-0.16960074507703324,0.016739838869324217,0.30052316838863424,0.15354346560749554,-0.002107291751012967,0.2144056444639102,0.5417881895334621
TARGET4,-0.03323437661222573,-0.3269937449280392,-0.26015023553905564,-0.0691577577438068,0.038420837286398404,-0.6383648006621919,0.011968838389672286,-0.11653959466174472,-0.14892843817556878,0.04254828235344274,0.19601752493177782,0.09018205506070409,0.2513429178875977,-0.01115607883859607,-0.35756536705203157,0.36870051814704524,-0.47327496373106753,-0.30285423349207913,-0.1288220461554381,-0.061317059092438474,-0.4417828035651884,0.05615159618529855,0.04524080142935812,0.20199499774617058,0.629531781013925,-0.3496206475684414,0.08561719648572684,0.0003892600223567248,0.26195325368173134,0.16282020750250312,-0.04721949252655349,0.006248858489652854,0.3801041537240003,-0.38905600502216525,-0.2322009977989103,-0.14727911205295544,0.01638418510914484,0.14306715265842718,-0.2360081079330089,-0.16882218773775842,0.19974788058675347,0.2085613698659126,-0.04586929389573027,0.08308620307665386,0.31432598005536616,0.21253947165244994,0.32993983473851013,-0.3823276229421608,0.0937795511319165,0.010582119804153533,-0.03437520345860084,0.19918577173528448,0.258313123657485,0.12328605760314144,-0.08130031394801682,-0.23544148431166756,0.07463978510702875,-0.2518590860359382,-0.27343341987165243,-0.1772605935906171,0.0601788745797536,-0.11108467529392028,-0.20583025010926298,-0.598018877208119,0.03752460703206573,-0.38383581838270125,0.07130658821306221,-0.2952273672097088,-0.485959906157616,-0.03254795920754765,-0.2803405104906159,0.24977834701682047,0.4719367647904696,-0.16906881191256376,0.05423620547206575,-0.388970598140172,0.17714549107225508,0.05803748026878301,0.09797328544557062,0.33992982609043215,-0.11037197140898161,0.08862780415889025,0.2679634712008471,-0.08128615847117955,-0.4150947586967224,-0.0638019917944591,0.013458886130915308,0.14565950446460477,0.07229416925996802,-0.2286497403203353,0.23932120760594278,0.04580314605643832,0.2442273044038745,-0.09241875224810801,0.21268355802394598,0.2903691309693595,0.030530442282783923,-0.4462588186046538,-0.10009196494644189,0.33478644587246414,-0.2596594858055685,-0.009632778381405421,0.3630173848242365,-0.023538279742630813,-0.06618598341626328,0.037179300492983174,-0.014235622513707157,0.18270111488663512,-0.16933573765249216,-0.0911734876585789,0.2706171841448306,-0.4281910777466978,0.13088639703047444,-0.15902417613953992,0.3479924555678026,0.38746138526922924,-0.2938312998664048,-0.10582036386284481,0.26345919188804306,-0.14637057990668195
TARGET5,0.0809915958587202,-0.10415872320790859,0.11585923745325452,-0.006507418507105273,-0.33227466942518796,0.18419390117108156,-0.3141445227144983,-0.380343721004633,0.18793837121780008,0.1857034088946501,0.04458841522930571,-0.37656979099177396,-0.37140922859479586,-0.015636753798338798,0.05955349038175717,0.011457622470991916,-0.04106400227499055,0.3889470478607971,0.3214546091076733,-0.1685522756390233,0.09649734908880762,-0.2645988558475013,-0.25291996228768315,0.07079254785964485,-0.12170184571071337,0.2322201506772555,-0.18232129795999902,0.0032311895754054327,0.3527410929641546,0.11507681321757808,0.021536058507218157,-0.4398222884743794,0.0323710564137582,-0.3154704424819077,0.1411851225873508,-0.2649543474476346,-0.2255461799292328,0.3807110415808826,-0.05241605674554909,-0.07561973404518187,0.5357272362954538,-0.2981242781630225,-0.159489821567731,-0.06048039465329983,-0.06136201778073627,-0.31720433882087884,0.08980830339149762,0.009136110919655709,-0.07232848391098351,-0.07827376514086203,-0.42101104949201823,0.47191617698804766,0.2055387624962338,0.0523880485154667,-0.007464068227416435,-0.5679501948700028,0.3058275924597245,0.017477417151855273,-0.6417458369937156,-0.057902699106143395,-0.1448524311287658,-0.7103162431424579,-0.0912982941378284,0.23824743352108713,0.05155924146377522,0.08426705641132286,-0.2221289031698454,-0.2798937459132028,0.2265743276444123,-0.24945603914162462,0.26817626405775646,0.09366612023254937,-0.033852059367587596,0.18639167711236013,0.6557584450245677,0.09353143981684986,0.29278824911892787,0.028311316397665202,0.032768574001145356,0.1513233160868897,-0.07107900630232517,-0.4441616634862383,0.06399592815303284,-0.09448135501961454,0.4228460561274819,0.2199004768172607,-0.17353895282772505,-0.15189625592569966,0.11321638871728402,0.3269161013436685,-0.36050521618606146,0.13269172790756328,0.24541288289121782,-0.41578853935932514,0.24806584300941303,0.2067212040793808,-0.04841407302583411,0.4954581394094976,-0.16364814272630349,-0.20088487604735228,-0.10391138859835974,-0.3209531246223089,-0.19415152764275986,-0.08983409256998696,-0.3240275345408468,0.2307276023880954,0.01540912947124866,-0.33299642145083813,-0.13508090903411318,-0.2476630616516604,0.20329510945013796,-0.1356889110678141,0.35640689163967726,-0.0889392900359569,0.23206288913030657,-0.3088431159429788,0.04688081242328629,0.23441397947263864,0.14977004509346983,0.13009684568119914
TARGET6,-0.21074474391652231,-0.03953214936367899,-0.02929527229288348,-0.11964255948674486,0.1460185392507616,-0.88112698348668,-0.15190016270512952,-0.3492840612448065,-0.4573483305540539,0.4235854879220272,0.41031285341492896,-0.2516219676685004,-0.18780016308917524,0.03610930625304337,0.35049876653188705,-0.011095269271596283,0.25546194838616393,-0.14235564933554257,0.018776288724708733,0.03861617905348184,-0.2447239870770383,-0.05626735305095502,0.3984879033102919,0.36846367595846125,0.012916638550356008,0.1011475947100067,0.10515466108480351,0.5326057671561951,-0.06876310742908423,0.054320613440723836,0.1075628124764126,-0.3476160540358456,0.19405220898937312,-0.08633801968905397,-0.7110104175554964,0.00879053609413185,0.22841809519559025,-0.1979477644578424,-0.11255809953609687,-0.5038786971786502,-0.2054817961660225,0.029072020919343432,-0.19235780993959364,-0.05731205143929854,-0.5355186450198374,0.23477172154452514,0.01725396924056277,0.05748125056553228,0.09317036555257878,-0.15215408947981862,-0.12348990625291675,0.3203167266398734,0.10140517043852398,0.08104927190229747,0.34032193308328434,0.007495790155851044,-0.4756549707287552,-0.4288485626370522,0.1639676736893556,0.0354859822049633,-0.0666714355847592,-0.16023646116423018,-0.10753860654627559,-0.07565011788872049,0.4100442865594587,0.018568281571387166,-0.034316857111191694,-0.6391965785499566,0.09277647019083253,-0.16057133313974992,0.03448398984479188,0.02920754993400148,0.36821006022749286,0.1839005307243271,-0.4628101970561108,0.09707448777397645,0.3726334629688069,-0.33206231362738675,-0.22553276039838183,-0.12946778800953246,0.023961361638788387,0.034119791329063065,0.16987576608717198,0.3087612228265969,-0.12420130917489546,0.04783090523964998,0.0919474070196988,-0.027922733726398228,0.18039941423715558,0.09372463650486124,-0.050339020043285734,0.09584728966843671,-0.03562808622095678,0.1609853502052529,0.1727008326209524,0.19033474229814776,0.034993053354082454,-0.06911464189586691,0.12507464894999348,0.05013116920996684,0.2765535514096396,-0.3660036743376114,0.012866839336654728,-0.014451560560890458,-0.21284021932662295,0.19535147182136237,-0.1428046290410479,-0.06509682012843634,-0.07186871127723642,-0.032108389595662375,-0.3873169432341991,0.25526638576575555,-0.007363382518130102,0.010511225425194351,0.16796034433468884,-0.5232408642856553,-0.07888995467655152,-0.05083152878063779,0.3094731750480538,0.08842854842359439
TARGET7,-0.043590627274567945,0.42624196979771484,-0.022606654134081375,0.02222217084409987,0.013369585798891822,0.1507148830179765,0.009432941019024482,0.24267916851966712,-0.38520682561328895,-0.2403792635564846,-0.5222152858202818,-0.16938021248436527,-0.06239583069198213,0.5458402687748413,-0.10843567705025482,-0.01974822769580449,-0.028749806734768603,0.19698281398692896,0.25256005664697506,0.07283545931615647,0.0831881491975953,0.23488733667426778,0.32351261703681594,0.23908682415184884,0.12970775768317178,0.12392228585116576,-0.03941904331327289,0.47919953756757006,0.3647095075746469,-0.21253222577524294,0.2430813495374296,0.08096281269889846,-0.17754007077447234,0.2306587912013854,-0.2608052925891356,0.03879627027757749,0.12492730526119653,-0.02306042249534633,-0.05814142602280112,0.2521614677957714,-0.0595567735250145,-0.5059356809290542,-0.06749113925679227,-0.3183242900889455,0.05403201819129996,0.2877008932413374,-0.020201171441426937,0.11971001162513334,-0.0004262398256044493,-0.2211114344239898,-0.23066148755991725,0.15468287517721746,0.10313893031877924,-0.1547974267643644,0.0897286931850685,-0.29251003715809043,-0.32013384854935156,-0.12041446136333345,-0.2255422907912631,-0.2561716019604837,-0.02002353819108326,-0.2690903186429559,-0.34944980599370234,-0.08447139939140866,0.29384296995959,0.022983059948798252,0.1931692370499056,-0.12455174910389201,-0.09589744046288028,-0.18785296204393317,-0.2759725368051193,-0.181483498837303,0.2177077060742196,-0.25117885504841736,0.13100804013016162,-0.08136265399982143,0.24487985810761947,-0.07027308633342794,-0.6721777036420081,0.2008258929041779,-0.11852413348331493,0.0061256936748220105,0.24458296839497598,-0.011822269182978755,-0.030084973211231672,-0.22000870879152018,0.0258012480364999,0.26774971630864797,-0.11274640119317869,0.22787215253648802,0.18053130666338577,-0.43738622463819676,0.060768926023057154,-0.22277961110771113,0.11487786822230307,-0.3118898082917456,0.06814479502679258,0.08024829700346942,0.01594610022483315,-0.032813491944361374,-0.06163523012223083,0.3023203897998463,-0.19528299355160972,-0.3756780814833163,-0.17720674651925275,-0.14160512102833941,-0.0841949013077192,-0.11242437743270832,0.21680680507895816,-0.07109339479183721,-0.2619508387539288,0.17199155009219616,0.37450448698280203,0.26084427236641733,0.15163346365200567,-0.013773840713240653,-0.007355193362189452,-0.28723488623641014,-0.24632765572795942,0.057000459045284176
TARGET8,-0.037344202938378104,-0.04251230575023758,0.04211444039266506,0.22071030119440463,0.14160107909715833,-0.12657262364175453,-0.08568070284549412,-0.4330709368552999,0.017452907386585847,0.15019133613250568,0.13641390371850293,0.025334430770130582,0.1518448572074472,-0.3528866504972874,0.08516492944260648,0.3161818087005656,-0.1021259779459489,-0.7406956448993206,-0.15950797634104127,-0.16276948973470018,-0.1457350329906961,-0.07991294895036406,0.21007935046546497,-0.0780548555287947,-0.09383702984543421,-0.05436036227209782,-0.13717341281501202,-0.047159948243486814,0.018947047665756694,-0.1204980984701845,-0.4777683826005845,-0.108600044678487,0.3538538202276553,-0.18729509777630143,0.17520694609692156,0.2746707699098518,-0.17994824771395793,-0.1629700581632296,0.00045057034079533956,0.15662995291682089,0.28272354179971587,-0.12426909247349718,0.0204336221483213,0.08568564571511354,0.0022748668537197437,-0.3091538767176158,0.1920747923385636,-0.34643128169620413,0.026980878338419154,0.14605321284435685,-0.3184797540522973,0.43618451552435095,0.13593965449444628,-0.08614270497942177,-0.8749722261092069,0.04024171627762764,-0.24733113952504876,-0.31837560242584834,-0.0554096518629278,-0.37921762571887585,0.05756736088572239,-0.21636371260048617,-0.11810271573050428,0.17744622053499504,-0.5478071923443556,0.17840120399473705,0.18091960751642785,0.07533273756727486,0.10550163978233848,0.06727019097766077,0.3028720246440214,-0.33120936993189104,0.14682601924015903,-0.19153341927708856,0.041682693457894514,0.09464317327330472,0.03381886596286806,0.11082849292670448,-0.38622856217589885,0.13548195293286497,0.14166329527976007,0.1894610481862726,0.2362268364437196,0.29024315633106096,-0.22167004553539194,0.08193856708465122,-0.21634842449039787,0.30181356977770374,-0.10460103287952811,0.06559548731019862,-0.17669015799513224,0.1749577728818434,0.16151914472998694,0.06948942896564135,0.04696744656591723,-0.26745562048065724,0.29564416873874094,0.07075359443724284,-0.05177522280363926,-0.29419246468573435,-0.09219418241011275,-0.05813655049116162,0.05499176682790894,-0.07534316554506958,-0.06592505297401699,0.11620163897737192,-0.23488639745023485,0.23387046583792653,0.16330962897947213,-0.061364717503826015,0.13311211982816865,-0.03784427607339772,0.18831509328161247,0.363319793960084,0.2559091071623196,-0.06024720211109232,-0.12274838957188956,-0.0681701997787077,0.32941108977205685,-0.00721529045413786
TARGET9,0.35225643961236897,-0.06719185710192264,0.13305468308573506,0.07108361431110374,-0.11916604739831826,0.009362801241924118,-0.16022604112014222,-0.10275256211357325,-0.30041609634654826,-0.047870592595427565,0.055769316773896814,-0.1918352786870905,-0.14076958804284376,-0.014710119857951945,-0.6040650345202693,0.2708574497047562,-0.20757451162608095,0.06705145926584646,-0.058837320451219144,-0.06800422957414048,0.23548970105751324,-0.4071398480299342,-0.37122872254602723,-0.007909395170458085,0.43046632727953016,0.08343535823458648,0.11751232859334823,0.12002290658732033,-0.06963011428233798,0.28179758897388574,0.2316002091022852,-0.079863149685921,0.18428918280708292,0.22803729284257146,0.23522575905216014,-0.1733750264910368,-0.10932906847857496,0.10068079020863031,-0.18420471435295319,0.030439679315302826,0.21621106914739216,-0.012978180911998573,0.12967758390026718,0.10700943532189572,0.03252151585125139,-0.18879734506717644,0.5540563474584523,0.3346037256275056,0.005454355677236663,-0.15555221038226852,-0.12893184788016357,0.007473895593397083,0.2193788963581838,-0.08877364755133374,-0.22149812282341877,-0.28856623578484636,0.20329063211753803,-0.1143706041881069,-0.49426169809224463,0.3848683291836028,0.05401509489757245,0.08204135361603468,-0.6807294572708363,-0.12003441406379264,0.024800140623881962,0.3959907939597818,-0.15885762651513685,0.004108625712632561,0.05909270031973809,0.2996856467033326,0.031749958437879894,-0.09858779157990369,0.1335816367519937,0.11770059727506134,0.1308534926894123,0.20806910243392973,0.4113060732910148,-0.10526953641388775,-0.17859493632403747,0.08412378553560712,-0.21434258071770065,-0.12234713982059695,0.02684764694867222,0.13542227596188786,-0.1859043745106991,-0.03239898384204712,0.12085959325884256,-0.10794634204253456,-0.30736181193180745,0.1560283183039237,-0.04192885098145472,-0.542827996451341,-0.10562536566739536,-0.12259443937765849,0.00868995851870408,-0.09257721325542217,0.24948334645535497,0.007307772126162127,-0.2760130778958103,0.06720695056517045,-0.11058311429054263,-0.004398292517246824,-0.16288254269418567,-0.06122121789311451,-0.07792705643346967,0.05502685571434005,0.31820898707745526,0.1490376662341677,0.12637317669686762,-0.21501281600830374,-0.6058062720555231,-0.13705260536514988,-0.3894225022844333,-0.12170680167001945,-0.10493149370653915,-0.20481272167407363,0.06661651114976119,0.08211161632780065,0.24918095148827177,0.08585217826123344
